Date,Product,Quantity,Price,Customer
2023-12-14,Product_3,9,73.3054772716561,Customer_46
2023-12-18,Product_2,10,32.520024880769824,Customer_35
2023-09-23,Product_10,9,64.33243319097883,Customer_70
2023-08-09,Product_3,8,45.86892127434793,Customer_72
2023-03-05,Product_5,2,61.37278349933626,Customer_33
2023-03-13,Product_10,7,38.16806442662526,Customer_14
2023-02-07,Product_1,4,66.48549214310316,Customer_83
2023-04-04,Product_6,6,90.52805049724753,Customer_78
2023-04-09,Product_4,1,63.02715437941568,Customer_79
2023-05-07,Product_3,10,94.83167788396254,Customer_57
2023-02-17,Product_1,4,42.533101234246054,Customer_60
2023-05-23,Product_10,1,74.57128215421555,Customer_95
2023-05-07,Product_4,3,97.8589317205778,Customer_38
2023-02-12,Product_10,5,15.320482385146088,Customer_83
2023-10-08,Product_1,1,72.8312107656056,Customer_80
2023-04-16,Product_8,6,62.9403295034647,Customer_1
2023-07-27,Product_3,7,36.67761025320863,Customer_91
2023-11-04,Product_4,1,49.9319370397194,Customer_90
2023-11-19,Product_6,7,26.83033211361055,Customer_26
2023-03-28,Product_10,8,76.61520451283155,Customer_66
2023-02-18,Product_4,5,22.388354577234395,Customer_24
2023-12-03,Product_4,8,45.175158278092226,Customer_65
2023-08-21,Product_10,9,93.43839095691537,Customer_4
2023-12-27,Product_7,2,23.747316258464817,Customer_53
2023-01-11,Product_3,4,85.56134270158468,Customer_78
2023-08-15,Product_8,9,63.32171482907835,Customer_76
2023-02-24,Product_2,2,36.54045884031913,Customer_82
2023-12-20,Product_1,2,24.725746789286244,Customer_11
2023-10-16,Product_4,8,44.80692700631891,Customer_31
2023-07-16,Product_1,7,34.09848347824901,Customer_69
2023-06-10,Product_1,5,14.923541115201644,Customer_72
2023-07-28,Product_2,10,71.64799266843133,Customer_40
2023-05-19,Product_10,2,79.23678745200122,Customer_3
2023-09-23,Product_10,1,20.32119103913176,Customer_27
2023-06-09,Product_8,3,44.26968423342885,Customer_29
2023-10-18,Product_4,2,95.78129970176508,Customer_96
2023-02-26,Product_1,1,90.38936254340543,Customer_81
2023-12-07,Product_1,3,48.567573750586604,Customer_4
2023-02-19,Product_9,7,70.8288489644114,Customer_59
2023-07-11,Product_6,1,97.44301024152493,Customer_15
2023-06-12,Product_7,2,61.46798046144188,Customer_87
2023-04-09,Product_1,7,60.672147434590705,Customer_69
2023-10-20,Product_3,2,89.30322929574207,Customer_87
2023-01-09,Product_7,1,71.6532664947482,Customer_34
2023-10-05,Product_3,8,74.52131522410741,Customer_73
2023-12-13,Product_4,3,66.52216085662826,Customer_29
2023-08-09,Product_9,2,11.692626132322683,Customer_89
2023-10-11,Product_2,9,16.618145161430988,Customer_55
2023-08-09,Product_4,4,69.49357164176305,Customer_42
2023-01-19,Product_8,7,85.75588219437674,Customer_81
2023-08-21,Product_6,8,75.41514629817259,Customer_84
2023-07-20,Product_2,5,94.3383477129278,Customer_45
2023-08-25,Product_3,10,35.43692686593161,Customer_21
2023-06-07,Product_2,7,16.798156446936506,Customer_89
2023-09-06,Product_8,8,39.46856491526017,Customer_68
2023-04-08,Product_4,1,55.056474116930495,Customer_25
2023-04-10,Product_10,5,50.05186250118018,Customer_71
2023-04-22,Product_3,10,27.283360305339208,Customer_56
2023-01-14,Product_8,8,84.12974740225968,Customer_67
2023-05-08,Product_7,3,29.196799237755776,Customer_69
2023-01-20,Product_3,3,20.984758775686448,Customer_68
2023-09-17,Product_6,10,29.2923933413707,Customer_22
2023-02-28,Product_9,3,28.181475187581086,Customer_43
2023-10-11,Product_6,2,10.503988940000358,Customer_92
2023-04-10,Product_9,9,83.89632743852867,Customer_40
2023-04-01,Product_5,1,31.86978232408018,Customer_4
2023-11-13,Product_5,3,75.3034272277639,Customer_47
2023-07-11,Product_9,7,98.91165820506689,Customer_86
2023-08-03,Product_9,4,30.652402418600754,Customer_100
2023-08-02,Product_4,7,70.64659003620383,Customer_20
2023-10-26,Product_8,7,10.663889544825876,Customer_6
2023-01-19,Product_10,7,23.98804017516007,Customer_100
2023-07-20,Product_10,2,85.46523754252226,Customer_69
2023-07-05,Product_3,3,42.94745207701816,Customer_55
2023-02-13,Product_4,10,69.21697210255651,Customer_86
2023-11-06,Product_10,2,55.654285774386366,Customer_89
2023-09-02,Product_7,4,46.052532464990165,Customer_49
2023-09-08,Product_1,2,98.42195603431595,Customer_76
2023-12-07,Product_3,8,42.547159348744316,Customer_38
2023-09-14,Product_1,8,93.26180914204556,Customer_93
2023-11-27,Product_7,10,58.96428044797702,Customer_50
2023-02-26,Product_9,7,90.04436667409057,Customer_28
2023-04-12,Product_10,3,40.64404638024507,Customer_19
2023-08-15,Product_4,5,38.78144861260709,Customer_95
2023-10-07,Product_5,4,63.14806760563661,Customer_81
2023-02-24,Product_10,2,66.19836201775911,Customer_42
2023-07-28,Product_3,1,56.70333783056188,Customer_44
2023-02-13,Product_5,2,67.95523980540699,Customer_23
2023-04-10,Product_8,5,82.433598577709,Customer_62
2023-09-26,Product_7,2,50.19843531030992,Customer_96
2023-11-05,Product_3,3,78.7483349014309,Customer_49
2023-10-15,Product_10,7,48.18912245820251,Customer_27
2023-06-21,Product_7,4,65.9903519191175,Customer_98
2023-06-09,Product_4,1,48.88866888790133,Customer_4
2023-03-03,Product_9,6,50.38385248073826,Customer_38
2023-11-12,Product_10,5,58.523588181896834,Customer_91
2023-03-19,Product_10,3,90.6227256668368,Customer_18
2023-10-05,Product_8,6,13.074312152477582,Customer_31
2023-07-12,Product_3,5,36.60317427991884,Customer_8
2023-01-10,Product_6,7,90.32509218717439,Customer_4
2023-11-16,Product_1,6,42.22211849685766,Customer_8
2023-09-02,Product_1,8,44.681322975738794,Customer_19
2023-05-16,Product_5,5,73.51369930064618,Customer_51
2023-01-24,Product_4,6,96.99676166560322,Customer_76
2023-02-12,Product_8,1,77.60475138474682,Customer_31
2023-07-21,Product_4,7,14.858770372262123,Customer_50
2023-07-28,Product_10,7,45.78776992188323,Customer_26
2023-08-02,Product_4,4,35.4145583212489,Customer_12
2023-02-15,Product_10,2,26.43577346126483,Customer_96
2023-05-13,Product_9,5,69.26788484065423,Customer_96
2023-07-04,Product_7,6,64.09989728251705,Customer_41
2023-08-03,Product_5,1,67.0917727750736,Customer_64
2023-02-19,Product_8,1,73.67102420692211,Customer_68
2023-02-08,Product_10,5,43.05413003154176,Customer_68
2023-04-12,Product_1,6,65.48911447355506,Customer_70
2023-03-06,Product_4,7,65.57062454452645,Customer_19
2023-10-25,Product_9,5,20.80124935012087,Customer_78
2023-03-03,Product_9,2,68.21228422689128,Customer_75
2023-02-20,Product_8,5,14.593884969216841,Customer_77
2023-12-21,Product_3,2,30.370891629790833,Customer_85
2023-09-20,Product_2,7,79.87324090321201,Customer_8
2023-10-15,Product_8,5,61.58264044236648,Customer_12
2023-12-02,Product_6,1,15.452055210004325,Customer_81
2023-08-18,Product_2,4,83.21473260109474,Customer_88
2023-12-03,Product_8,7,95.73107905612417,Customer_80
2023-08-28,Product_7,6,14.07030191410847,Customer_4
2023-09-17,Product_2,8,48.527671890942244,Customer_73
2023-08-02,Product_6,2,29.413344844584707,Customer_94
2023-03-26,Product_7,6,11.342415414887627,Customer_66
2023-12-25,Product_8,4,37.19146624157231,Customer_76
2023-10-19,Product_9,1,30.09622924675243,Customer_4
2023-03-08,Product_9,10,72.20014813373285,Customer_96
2023-07-03,Product_5,6,74.03503312729411,Customer_75
2023-02-19,Product_1,10,91.6739806253818,Customer_60
2023-10-24,Product_1,8,31.016077707072917,Customer_16
2023-06-21,Product_10,2,28.895131541887984,Customer_34
2023-05-19,Product_10,4,18.459293773539976,Customer_26
2023-09-25,Product_7,6,55.36162247779191,Customer_90
2023-03-03,Product_9,4,37.66486618671144,Customer_50
2023-09-21,Product_5,10,10.514772256844703,Customer_73
2023-05-09,Product_6,2,62.60325571114255,Customer_36
2023-03-09,Product_2,4,35.700508140573476,Customer_57
2023-06-20,Product_4,7,51.21190691982835,Customer_76
2023-01-13,Product_4,10,74.22667454300338,Customer_64
2023-02-02,Product_6,9,37.23558591942427,Customer_41
2023-06-16,Product_1,8,88.72770917084476,Customer_44
2023-03-03,Product_6,6,39.08639451896005,Customer_76
2023-07-10,Product_10,6,71.01670215573947,Customer_27
2023-09-05,Product_4,6,34.40109356404864,Customer_66
2023-11-08,Product_2,1,52.062113756411485,Customer_12
2023-12-23,Product_1,6,93.02518834906908,Customer_48
2023-01-13,Product_7,9,46.35705174468835,Customer_18
2023-08-21,Product_8,9,37.143784623046145,Customer_43
2023-08-04,Product_9,6,50.37166737508327,Customer_22
2023-10-16,Product_1,8,76.37345578331349,Customer_84
2023-04-19,Product_7,1,27.448213891893502,Customer_20
2023-01-14,Product_5,5,60.31019312719017,Customer_4
2023-10-25,Product_2,10,34.85511767892646,Customer_57
2023-11-28,Product_8,5,25.354524370419103,Customer_9
2023-08-16,Product_7,6,26.838199289340707,Customer_86
2023-08-16,Product_1,1,38.71749307916715,Customer_80
2023-01-09,Product_1,3,62.51713313203874,Customer_87
2023-02-27,Product_8,8,43.30039279170352,Customer_88
2023-11-26,Product_5,8,18.52569010348648,Customer_11
2023-07-03,Product_7,8,72.34066814914519,Customer_6
2023-11-19,Product_1,1,70.22930417789345,Customer_10
2023-09-14,Product_3,4,74.45279521589234,Customer_92
2023-08-11,Product_4,4,95.77386276510198,Customer_37
2023-07-13,Product_5,3,61.982053415782715,Customer_76
2023-12-02,Product_4,9,45.17214904831688,Customer_41
2023-07-17,Product_4,4,77.5631809254538,Customer_63
2023-11-17,Product_10,5,48.5195733190365,Customer_80
2023-01-11,Product_7,4,53.54381188834191,Customer_12
2023-10-15,Product_7,7,70.77205840715061,Customer_47
2023-11-28,Product_2,6,11.702696703995825,Customer_94
2023-05-14,Product_7,9,96.78950840677656,Customer_81
2023-08-02,Product_5,2,91.83608262114424,Customer_95
2023-11-06,Product_6,4,29.44893789794423,Customer_64
2023-06-06,Product_9,3,81.49208834957612,Customer_35
2023-04-02,Product_7,4,40.45158087207866,Customer_13
2023-08-10,Product_5,3,55.43027646785836,Customer_36
2023-02-20,Product_6,3,73.92512924561312,Customer_92
2023-08-01,Product_5,3,18.230466316347588,Customer_91
2023-11-14,Product_10,6,46.005014150823854,Customer_58
2023-02-08,Product_9,4,11.571672132128944,Customer_61
2023-09-09,Product_7,4,81.35094273145498,Customer_9
2023-12-08,Product_8,7,42.1390010102436,Customer_16
2023-12-06,Product_4,8,34.135646235378644,Customer_52
2023-01-10,Product_1,7,17.454852986988925,Customer_38
2023-12-15,Product_10,9,31.952985385981567,Customer_47
2023-06-25,Product_9,4,31.638513183517638,Customer_63
2023-12-23,Product_4,10,47.911927573429175,Customer_59
2023-06-22,Product_2,3,28.099701027157657,Customer_99
2023-05-12,Product_9,1,90.21370168973617,Customer_43
2023-08-07,Product_6,10,63.41808823176866,Customer_87
2023-04-17,Product_4,9,86.6087286987034,Customer_84
2023-02-02,Product_9,8,81.46754584489872,Customer_76
2023-02-02,Product_4,1,22.211533031600688,Customer_21
2023-01-09,Product_10,4,94.83905211882701,Customer_74
2023-08-16,Product_4,3,91.24381439387489,Customer_18
2023-11-04,Product_2,10,66.76055866019547,Customer_20
2023-05-23,Product_6,8,30.995441524477872,Customer_4
2023-11-19,Product_3,4,87.49493160746756,Customer_48
2023-08-05,Product_10,10,23.480963151865744,Customer_67
2023-10-22,Product_8,2,68.43805701317527,Customer_65
2023-03-22,Product_4,4,59.86298720415051,Customer_9
2023-05-02,Product_5,9,67.85471668580533,Customer_22
2023-04-17,Product_2,4,39.95352880538168,Customer_4
2023-01-15,Product_7,1,85.65868172424949,Customer_61
2023-02-17,Product_7,10,73.52760669191272,Customer_91
2023-01-08,Product_1,2,72.99665720826141,Customer_36
2023-06-02,Product_10,2,75.73750002466286,Customer_85
2023-02-12,Product_8,7,27.339354618142682,Customer_12
2023-01-18,Product_5,5,53.45921714599854,Customer_53
2023-02-04,Product_3,4,57.50375001123955,Customer_14
2023-09-13,Product_2,6,17.191320586899593,Customer_21
2023-11-07,Product_4,7,17.331586579577916,Customer_86
2023-11-21,Product_8,6,41.30154507300844,Customer_82
2023-09-25,Product_3,9,13.912584920790202,Customer_30
2023-07-02,Product_2,10,90.07103394138501,Customer_30
2023-01-14,Product_4,2,11.582345286988144,Customer_36
2023-04-16,Product_3,8,33.97448788061149,Customer_14
2023-06-16,Product_2,5,31.255600521997216,Customer_55
2023-06-02,Product_4,3,15.296739193136943,Customer_22
2023-09-20,Product_1,3,78.30184331691402,Customer_44
2023-12-07,Product_2,6,43.8010482332576,Customer_73
2023-11-09,Product_6,1,62.801660051522646,Customer_47
2023-09-15,Product_5,7,55.73360977068342,Customer_26
2023-03-25,Product_6,8,92.03599326013672,Customer_7
2023-01-10,Product_9,9,68.32276310931088,Customer_19
2023-05-05,Product_3,5,42.783787786401724,Customer_89
2023-04-02,Product_1,4,15.167396431696158,Customer_74
2023-08-16,Product_6,3,47.37633513237936,Customer_41
2023-09-04,Product_9,7,51.053289195822124,Customer_87
2023-03-03,Product_6,2,78.85996053942016,Customer_46
2023-08-19,Product_5,2,17.54392713153496,Customer_9
2023-05-04,Product_3,4,68.32101302834539,Customer_56
2023-11-12,Product_5,5,95.49146873237892,Customer_8
2023-06-01,Product_2,2,98.85503790725127,Customer_6
2023-04-25,Product_4,10,80.6103412318777,Customer_52
2023-06-25,Product_9,2,80.67416409568936,Customer_96
2023-09-22,Product_7,8,18.686114911190323,Customer_8
2023-03-13,Product_10,10,86.3245317250318,Customer_16
2023-11-27,Product_9,10,98.5311149008759,Customer_61
2023-10-12,Product_5,10,34.0398511033922,Customer_65
2023-11-05,Product_1,10,81.53117750241304,Customer_15
2023-11-23,Product_3,9,49.56523749396586,Customer_44
2023-06-12,Product_1,10,81.18886667301217,Customer_14
2023-05-03,Product_10,5,47.819925003827564,Customer_42
2023-06-12,Product_2,9,76.13915257920068,Customer_98
2023-12-28,Product_1,9,61.506312796295234,Customer_12
2023-03-09,Product_6,10,33.0311728403974,Customer_92
2023-09-14,Product_4,2,90.33987177699552,Customer_4
2023-09-08,Product_2,8,61.31435713398122,Customer_8
2023-08-14,Product_5,10,98.14685228922602,Customer_29
2023-02-12,Product_6,1,53.80808681717892,Customer_98
2023-07-18,Product_1,9,37.89526130086863,Customer_78
2023-12-13,Product_5,3,33.845257533324215,Customer_8
2023-09-15,Product_2,8,62.9356623099891,Customer_22
2023-09-04,Product_4,3,41.05038770215102,Customer_2
2023-05-20,Product_2,5,99.52761740416194,Customer_44
2023-10-26,Product_4,8,31.712332613622756,Customer_12
2023-12-04,Product_9,4,44.93291333587777,Customer_89
2023-10-09,Product_4,9,20.15836684078476,Customer_63
2023-05-26,Product_9,7,29.431791135808343,Customer_100
2023-08-18,Product_9,5,91.7788482481983,Customer_76
2023-11-10,Product_9,7,23.321091252358997,Customer_23
2023-11-12,Product_8,4,16.242414373528405,Customer_84
2023-02-27,Product_8,2,74.2750185973758,Customer_83
2023-08-17,Product_5,2,52.05322471191953,Customer_39
2023-03-25,Product_4,8,55.16596409755776,Customer_11
2023-09-02,Product_4,1,54.11031215161711,Customer_21
2023-06-04,Product_1,3,23.81229974600197,Customer_35
2023-01-19,Product_3,6,20.07494777596881,Customer_44
2023-09-21,Product_3,5,98.72307518859877,Customer_62
2023-02-17,Product_4,8,19.863617955513057,Customer_33
2023-01-24,Product_10,3,21.282321744425932,Customer_23
2023-11-01,Product_1,1,67.85535327043833,Customer_14
2023-12-14,Product_7,6,65.98565002374238,Customer_34
2023-04-09,Product_8,10,69.95311625121522,Customer_99
2023-05-11,Product_4,3,14.11253480765696,Customer_14
2023-10-25,Product_3,3,84.60362695009233,Customer_74
2023-01-11,Product_9,7,99.65326806605265,Customer_58
2023-03-13,Product_3,6,79.74152448374036,Customer_6
2023-10-10,Product_3,2,40.70824617435089,Customer_91
2023-11-20,Product_7,9,54.848551674214974,Customer_1
2023-12-05,Product_9,9,55.97211116014054,Customer_45
2023-12-08,Product_7,5,57.03433481777197,Customer_88
2023-11-13,Product_8,6,38.552484426435555,Customer_3
2023-06-19,Product_10,8,82.8656403558604,Customer_38
2023-05-15,Product_8,2,80.34491802799617,Customer_81
2023-10-21,Product_7,10,52.952436254531634,Customer_15
2023-03-02,Product_9,7,46.67129529003331,Customer_75
2023-02-11,Product_8,1,71.50637365997966,Customer_12
2023-04-22,Product_6,4,11.700650940239116,Customer_90
2023-07-08,Product_7,9,99.46355245912135,Customer_39
2023-09-27,Product_1,7,99.67486874519447,Customer_67
2023-11-09,Product_3,9,56.72357482727767,Customer_85
2023-12-19,Product_7,4,92.1461562248399,Customer_67
2023-09-12,Product_2,10,28.959538695017237,Customer_77
2023-05-17,Product_4,8,35.65555577136092,Customer_83
2023-12-24,Product_6,10,82.3436243895042,Customer_75
2023-09-06,Product_4,7,71.87132676123133,Customer_99
2023-01-17,Product_3,10,31.577908920923644,Customer_8
2023-04-19,Product_4,4,59.87253039860582,Customer_85
2023-12-26,Product_10,8,69.001891901092,Customer_6
2023-06-28,Product_10,6,63.14639740055851,Customer_31
2023-03-10,Product_7,3,48.66453207579673,Customer_38
2023-01-15,Product_5,10,41.8916647191815,Customer_61
2023-02-21,Product_6,8,60.79809591283619,Customer_51
2023-01-27,Product_7,7,75.84320235584141,Customer_23
2023-02-24,Product_3,7,52.68510943542767,Customer_82
2023-01-04,Product_7,7,86.2235720759716,Customer_47
2023-04-05,Product_7,5,37.3900375372851,Customer_65
2023-01-16,Product_5,8,73.74504086968813,Customer_97
2023-05-01,Product_7,9,31.24135401846355,Customer_73
2023-10-26,Product_4,3,17.240786589157487,Customer_9
2023-05-16,Product_9,5,75.56485309994964,Customer_26
2023-11-13,Product_4,5,54.84986101555261,Customer_56
2023-10-03,Product_10,10,64.81505568675028,Customer_37
2023-04-23,Product_8,9,48.93963213283337,Customer_8
2023-08-01,Product_7,9,22.27361777405084,Customer_77
2023-08-14,Product_10,4,95.90664149120319,Customer_37
2023-07-11,Product_3,6,48.20160379963952,Customer_29
2023-06-25,Product_10,6,48.213634893279654,Customer_26
2023-09-23,Product_7,6,72.96219249192347,Customer_73
2023-03-12,Product_4,1,58.125873396623774,Customer_14
2023-12-20,Product_8,1,76.5860690957764,Customer_89
2023-01-06,Product_6,2,42.53020657995088,Customer_89
2023-08-28,Product_5,3,48.12885718888407,Customer_36
2023-04-26,Product_5,9,51.8843758349795,Customer_5
2023-02-27,Product_10,7,53.98186767849254,Customer_78
2023-05-20,Product_1,6,40.948647922832315,Customer_27
2023-09-08,Product_9,7,91.71188901409116,Customer_61
2023-04-24,Product_3,3,15.014780115633275,Customer_10
2023-02-14,Product_4,2,85.3246877598086,Customer_14
2023-07-01,Product_2,10,19.052262807299,Customer_51
2023-11-04,Product_1,7,49.475556438009605,Customer_51
2023-11-07,Product_9,9,80.88712072934165,Customer_87
2023-07-12,Product_2,10,68.89664837524057,Customer_24
2023-10-15,Product_1,3,12.357856693958926,Customer_95
2023-05-16,Product_1,3,95.48313553553498,Customer_40
2023-06-17,Product_5,3,95.91005639006545,Customer_25
2023-09-06,Product_3,10,14.586938084599797,Customer_20
2023-12-26,Product_5,9,85.49084708795091,Customer_36
2023-08-07,Product_8,1,95.8738028711585,Customer_35
2023-02-05,Product_6,6,15.686623726586589,Customer_47
2023-07-04,Product_8,8,88.15143186515863,Customer_3
2023-03-15,Product_4,2,47.07652702566531,Customer_96
2023-06-09,Product_1,8,49.50128229329759,Customer_5
2023-07-05,Product_10,10,67.75027579073719,Customer_31
2023-12-23,Product_7,6,12.992116108682197,Customer_70
2023-11-25,Product_10,6,80.78830226306647,Customer_83
2023-01-27,Product_6,1,24.301413255507818,Customer_22
2023-12-18,Product_6,1,12.254028933941811,Customer_40
2023-05-27,Product_10,7,50.06674452372158,Customer_29
2023-08-11,Product_4,3,59.328675670548755,Customer_18
2023-02-13,Product_7,7,35.6189006535087,Customer_87
2023-05-04,Product_2,9,24.76870232101824,Customer_68
2023-10-24,Product_1,4,90.26620963600352,Customer_69
2023-10-06,Product_7,7,63.08211733800462,Customer_63
2023-01-09,Product_9,9,33.80589474119138,Customer_62
2023-12-01,Product_2,10,64.2979009915152,Customer_72
2023-11-11,Product_8,5,49.20333040398922,Customer_39
2023-11-14,Product_2,4,47.25555240943655,Customer_86
2023-03-15,Product_4,9,71.39068273096264,Customer_64
2023-03-23,Product_6,9,86.96380749908975,Customer_55
2023-07-03,Product_4,8,14.748942887124048,Customer_2
2023-01-24,Product_8,2,49.430899255977884,Customer_32
2023-10-17,Product_3,9,57.81809832923558,Customer_26
2023-02-08,Product_8,9,97.50363961054909,Customer_40
2023-05-09,Product_8,8,70.94002879108872,Customer_92
2023-03-18,Product_4,2,37.89391652362794,Customer_97
2023-10-08,Product_10,7,78.19811746486265,Customer_34
2023-08-26,Product_1,5,57.22107724930981,Customer_82
2023-11-09,Product_6,5,97.60585009958152,Customer_39
2023-12-03,Product_2,8,37.42904701651669,Customer_45
2023-09-14,Product_3,7,39.95762390322352,Customer_89
2023-02-13,Product_8,5,67.71146210410353,Customer_64
2023-09-28,Product_8,8,79.07964628911333,Customer_76
2023-10-16,Product_4,6,42.190728170891994,Customer_84
2023-08-14,Product_6,4,50.79918488946561,Customer_100
2023-07-15,Product_4,8,75.01347065400968,Customer_12
2023-08-12,Product_6,1,89.41988048146676,Customer_55
2023-07-18,Product_8,10,90.035803550647,Customer_11
2023-10-03,Product_1,3,12.211871410410446,Customer_52
2023-09-08,Product_2,7,16.864425065569115,Customer_13
2023-09-02,Product_2,1,32.85189800142628,Customer_25
2023-03-14,Product_2,1,84.03987432660026,Customer_25
2023-06-13,Product_3,1,45.71795695477661,Customer_93
2023-03-04,Product_5,4,89.66581531666614,Customer_45
2023-04-25,Product_2,3,22.981913602635004,Customer_22
2023-10-09,Product_10,8,27.48430960852486,Customer_26
2023-01-22,Product_3,1,59.51253703446722,Customer_34
2023-03-19,Product_6,3,58.518077705093326,Customer_65
2023-12-09,Product_9,7,75.66963980745338,Customer_21
2023-08-03,Product_8,1,24.061739620715723,Customer_47
2023-02-09,Product_8,8,18.129371598845673,Customer_46
2023-07-03,Product_1,6,76.9749978616541,Customer_96
2023-05-21,Product_3,9,31.838139406861174,Customer_74
2023-05-23,Product_8,10,95.65022788502355,Customer_33
2023-06-22,Product_9,1,24.28742915178353,Customer_17
2023-01-11,Product_9,8,14.870640248892403,Customer_72
2023-10-02,Product_1,6,62.47542950242605,Customer_56
2023-11-21,Product_1,6,51.246770014092135,Customer_45
2023-08-16,Product_2,5,61.45230817431414,Customer_41
2023-03-26,Product_3,1,90.86672816655144,Customer_32
2023-05-17,Product_8,1,68.43763925806027,Customer_17
2023-12-24,Product_7,2,11.575785810226005,Customer_31
2023-04-13,Product_2,5,10.560754818530341,Customer_59
2023-04-19,Product_10,10,22.628784756324457,Customer_1
2023-06-05,Product_8,10,23.2081064786683,Customer_35
2023-12-23,Product_5,9,42.47441916695567,Customer_64
2023-02-13,Product_4,5,85.21636504775736,Customer_6
2023-12-23,Product_8,2,61.52150802959909,Customer_2
2023-07-21,Product_7,9,27.992360096882845,Customer_79
2023-07-14,Product_1,2,48.143116743747164,Customer_95
2023-12-25,Product_10,3,93.33046438734033,Customer_36
2023-06-12,Product_8,5,14.314499767806323,Customer_55
2023-06-02,Product_10,8,94.86248685404429,Customer_24
2023-03-17,Product_8,5,40.51928317699056,Customer_74
2023-01-07,Product_3,1,82.10768091126243,Customer_52
2023-11-18,Product_2,2,94.68334183563024,Customer_10
2023-06-04,Product_2,6,59.20255110556297,Customer_28
2023-03-09,Product_5,1,70.37575227165411,Customer_62
2023-03-08,Product_3,5,62.104023971199624,Customer_35
2023-07-08,Product_6,5,22.632404524153294,Customer_93
2023-11-28,Product_4,1,74.90036304846122,Customer_43
2023-09-04,Product_7,3,86.9964202963198,Customer_55
2023-03-28,Product_3,10,89.23032718185323,Customer_80
2023-11-27,Product_9,6,20.618204725882855,Customer_22
2023-04-03,Product_1,6,56.42767532649699,Customer_10
2023-03-21,Product_8,10,15.455978918738037,Customer_10
2023-12-14,Product_3,7,55.402425587852235,Customer_16
2023-12-09,Product_8,1,51.03021811132169,Customer_6
2023-01-23,Product_5,8,24.55206314472186,Customer_45
2023-03-25,Product_9,3,59.372273457080354,Customer_98
2023-11-20,Product_2,1,18.17307475927162,Customer_47
2023-03-21,Product_6,4,16.48446307552222,Customer_69
2023-09-12,Product_7,7,79.04762592466548,Customer_12
2023-02-23,Product_8,5,50.00581381548024,Customer_37
2023-10-28,Product_9,8,77.13727251755479,Customer_60
2023-01-26,Product_6,9,88.65549119437061,Customer_45
2023-03-21,Product_10,10,47.17702268121159,Customer_47
2023-08-06,Product_2,5,54.16011147373273,Customer_57
2023-01-01,Product_4,1,68.76313852478438,Customer_46
2023-09-23,Product_2,5,42.5705885269222,Customer_53
2023-03-05,Product_3,8,85.41583766191556,Customer_17
2023-11-19,Product_4,8,93.13232730721461,Customer_11
2023-03-01,Product_9,4,92.37200087547573,Customer_76
2023-09-02,Product_2,7,94.7074944650149,Customer_82
2023-12-27,Product_3,7,17.622551311289854,Customer_36
2023-05-10,Product_6,9,31.507040546852096,Customer_83
2023-08-12,Product_5,8,43.629139895620476,Customer_43
2023-04-11,Product_5,3,63.934149080789865,Customer_27
2023-01-25,Product_3,9,95.44471047723289,Customer_74
2023-03-25,Product_9,5,22.017216063200507,Customer_81
